dim_0,dim_1,epoch,character
0.098771386,0.99979424,3,x
-0.6241532,-0.5812975,3,A
-0.3419331,-0.70265186,3,E
-1.6187224,0.048503082,3,H
-0.5774313,-0.09326593,3,’
-0.3610205,-0.51532793,3,O
0.050619867,-0.38774872,3,Q
-1.7978222,-0.6529285,3,C
-1.0274502,-0.49838293,3,R
-1.4145662,-0.85215855,3,N
0.3838778,1.5346621,3,-
0.55198264,0.90448934,3,j
0.06282584,0.097945414,3,L
-1.3898752,-0.102342255,3,q
-1.4833583,-0.8335014,3,M
-1.2178658,-0.35158578,3,F
-1.5831877,-0.45802435,3,W
0.1650638,0.59753907,3,G
-0.899053,-0.4146869,3,P
0.26374567,0.4075088,3,B
1.3766859,0.16227083,3,z
-0.4861789,-1.9400076,3,?
-0.81647503,-0.8014677,3,U
1.9749614,-0.3154795,3,ñ
-0.43482137,-1.5119098,3,!
-0.6672724,-0.76475334,3,K
0.78627515,1.8157779,3,(
0.8033593,-0.6758064,3,)
-0.8431553,-0.10441454,3,V
-1.3596781,-1.1600736,3,X
-1.1382034,-0.9013142,3,‘
0.17679805,0.13378888,3,1
0.5764021,1.7290751,3,—
-1.0399542,-0.4742526,3,Y
-0.09213889,-1.4859425,3,:
0.40185922,0.17752066,3,3
-0.35018644,0.2169878,3,2
0.0,0.0,3,~
0.2736468,1.9712756,4, 
-0.11887305,0.04375944,4,e
1.2085445,-1.1425003,4,t
-0.5048559,1.0079919,4,a
-0.79803056,0.14820586,4,o
1.226135,0.14711559,4,h
0.51245695,-0.09308068,4,n
-1.2851112,1.4178329,4,i
1.1547554,-0.6421848,4,s
-1.1851178,-0.20082967,4,r
-1.1938214,-0.38791594,4,d
0.30125284,0.3217657,4,l
-0.48404753,0.94365174,4,u
0.52490765,0.4517988,4,m
0.76898044,-0.3604592,4,f
1.6572863,-0.94713354,4,w
1.9029526,-0.45930392,4,c
0.17115565,-1.3702217,4,","
1.7724609,-0.24375446,4,g
0.3047725,-0.40234903,4,y
0.19664377,1.0163666,4,p
-1.2244103,0.022806821,4,b
-1.8326695,0.009643983,4,v
-0.95058614,-0.23135553,4,k
-0.32767966,-0.9358559,4,I
-0.4377819,-1.9514986,4,.
0.16088563,-1.5582566,4,;
-1.776658,-0.80184865,4,T
-0.99994797,-1.0092326,4,“
0.6697504,-0.9185532,4,”
0.54502684,1.0490915,4,S
0.33276242,-0.56486547,4,D
-0.08120243,0.97604597,4,x
-0.3945347,-0.50169617,4,A
-0.72774506,-0.5777969,4,E
-1.7246737,-0.69973636,4,H
-0.7088196,-0.27436766,4,’
-0.77710783,-0.81065893,4,O
0.02868103,-0.36904678,4,Q
-1.6836473,-0.6982488,4,C
-0.6574944,-0.53651965,4,R
-1.1084936,-0.68260735,4,N
0.32792458,1.5741876,4,-
0.89766836,0.763079,4,j
0.33229896,0.13755675,4,L
-1.9196314,0.56126195,4,q
-1.3878735,-0.7956268,4,M
-1.1677552,-0.27572557,4,F
-1.7306834,-0.6974464,4,W
-0.07003666,0.32225513,4,G
-0.87854445,-0.60375607,4,P
-0.300802,-0.02648665,4,B
1.4079188,0.36222765,4,z
-0.47315678,-1.9432248,4,?
-1.1565251,-1.1229161,4,U
1.9024642,-0.45703706,4,ñ
-0.25351867,-1.4223483,4,!
-1.0548849,-0.9859013,4,K
0.35061494,1.8059094,4,(
0.8618085,-1.105424,4,)
-1.5180992,-0.34163296,4,V
-1.505823,-1.0768766,4,X
-0.8905819,-0.8816617,4,‘
0.33805704,0.14252466,4,1
0.2366642,1.8777027,4,—
-1.2861089,-0.6135779,4,Y
-0.00027994285,-1.357421,4,:
-0.0474266,-0.052860145,4,3
0.017925683,0.1936883,4,2
0.0,0.0,4,~
0.28680333,1.9663746,5, 
-0.124477476,0.016821213,5,e
1.1912515,-1.0674486,5,t
-0.5580144,0.987116,5,a
-0.7568667,0.17041194,5,o
1.1851361,0.15138142,5,h
0.4459029,-0.1464248,5,n
-1.2764542,1.3614539,5,i
1.1174104,-0.54712087,5,s
-1.1142766,-0.20708144,5,r
-1.1566534,-0.3780011,5,d
0.18623126,0.25342217,5,l
-0.43204698,0.8415497,5,u
0.5237056,0.4018589,5,m
0.7805537,-0.4018041,5,f
1.6816065,-1.0641706,5,w
1.9698161,-0.33148503,5,c
0.18066722,-1.364931,5,","
1.6460805,-0.27644902,5,g
0.29353657,-0.41859534,5,y
0.22008978,0.88632256,5,p
-1.1494111,-0.02677456,5,b
-1.8832351,0.08457974,5,v
-1.0085974,-0.26718408,5,k
-0.24491738,-0.9174944,5,I
-0.39221492,-1.8754283,5,.
0.21335573,-1.4831818,5,;
-1.8002213,-0.8713223,5,T
-1.0063345,-1.0700853,5,“
0.659705,-0.7260495,5,”
0.64164406,1.1353819,5,S
0.26096943,-0.58265,5,D
0.019550638,0.7636762,5,x
-0.5619664,-0.663003,5,A
-0.96620333,-0.8548785,5,E
-1.443275,-0.5954899,5,H
-0.5532596,-0.4203121,5,’
-0.7007707,-0.81901175,5,O
0.049319055,-0.4583788,5,Q
-1.7690951,-0.87968457,5,C
-1.1139158,-0.6779388,5,R
-1.478538,-0.8541519,5,N
0.30256262,1.5062227,5,-
0.7283399,0.68054,5,j
0.111553065,0.031645276,5,L
-1.9250556,0.5285973,5,q
-1.4664855,-0.6978505,5,M
-1.0198233,-0.5577475,5,F
-1.6573569,-0.86336035,5,W
0.28927672,0.52407575,5,G
-1.2793938,-0.6944951,5,P
0.03872501,0.2707412,5,B
1.6137933,0.02877264,5,z
-0.3846097,-1.938898,5,?
-0.92059106,-0.9436724,5,U
1.8649809,-0.46920377,5,ñ
-0.391016,-1.4890722,5,!
-0.9589861,-0.7822841,5,K
0.28769505,1.7400564,5,(
0.531483,-0.5785857,5,)
-1.8792608,-0.56392705,5,V
-1.1668212,-1.5899439,5,X
-0.99413407,-1.0044812,5,‘
-0.09118868,-0.26697057,5,1
0.4267537,1.7869502,5,—
-1.2560124,-0.7508824,5,Y
-0.12406148,-1.7641789,5,:
0.019020662,0.21884277,5,3
0.12762184,0.33894354,5,2
0.0,0.0,5,~
0.24508981,1.944089,6, 
-0.10432983,0.037101414,6,e
1.2140609,-1.0650462,6,t
-0.4880086,0.8889138,6,a
-0.75854427,0.10201362,6,o
1.249448,0.19744042,6,h
0.45245287,-0.13590148,6,n
-1.3051577,1.2920462,6,i
1.1459554,-0.5748685,6,s
-1.0306302,-0.26734084,6,r
-1.1261613,-0.42781287,6,d
0.18616985,0.32042354,6,l
-0.5047572,0.71607846,6,u
0.5461989,0.42829433,6,m
0.7521539,-0.3983441,6,f
1.6523501,-1.0684822,6,w
1.9489492,-0.44609365,6,c
0.20192124,-1.4503164,6,","
1.6726176,-0.29406852,6,g
0.2912685,-0.32759997,6,y
0.22380154,0.82035965,6,p
-1.1263435,-0.03526662,6,b
-1.9979318,0.09093003,6,v
-0.980094,-0.22737047,6,k
-0.3050568,-0.8949087,6,I
-0.35652015,-1.9679667,6,.
0.23757455,-1.4218299,6,;
-1.7011113,-1.0517697,6,T
-1.1121908,-1.0838965,6,“
1.0079397,-0.5779553,6,”
0.8611439,1.1604656,6,S
0.3674866,-0.560394,6,D
0.10043499,0.6983468,6,x
-0.5536946,-0.443758,6,A
-0.80582196,-0.74229354,6,E
-1.6611861,-0.59128284,6,H
-0.73384863,-0.14690368,6,’
-0.55023676,-0.73235255,6,O
0.02381139,-0.48726192,6,Q
-1.7733449,-0.7265561,6,C
-1.3903924,-0.86511797,6,R
-1.487933,-0.8903541,6,N
0.3729608,1.7599188,6,-
0.7252969,0.6239639,6,j
0.21563528,0.2275978,6,L
-1.9068688,0.5267215,6,q
-1.3611712,-0.51800776,6,M
-1.0372415,-0.42020643,6,F
-1.733277,-0.7767374,6,W
0.26777187,0.5809304,6,G
-1.0545498,-0.7538814,6,P
-0.042072453,0.12319302,6,B
1.4021673,0.2636786,6,z
-0.21075056,-1.7218764,6,?
-1.0195771,-0.8966277,6,U
1.9557337,-0.418456,6,ñ
-0.12145496,-1.6238741,6,!
-1.1466861,-0.81628996,6,K
0.36256474,1.7377827,6,(
0.6157578,-0.658401,6,)
-1.7479193,-0.90096897,6,V
-1.3476938,-1.3172263,6,X
-1.0259191,-1.1193572,6,‘
0.09336156,0.10353251,6,1
0.51075876,1.7799919,6,—
-1.2528719,-0.8638054,6,Y
-0.010912813,-1.6219634,6,:
0.23677972,0.20805438,6,3
-0.07692503,-0.009047318,6,2
0.0,0.0,6,~
0.2799219,1.9656845,7, 
-0.11354027,0.03418854,7,e
1.1845242,-1.0317514,7,t
-0.50501895,0.93643445,7,a
-0.7510301,0.1428955,7,o
1.1776603,0.22444637,7,h
0.46980134,-0.09000434,7,n
-1.2536895,1.2550545,7,i
1.1405802,-0.51505864,7,s
-1.1179202,-0.22283146,7,r
-1.150735,-0.3875762,7,d
0.17429896,0.25466362,7,l
-0.45893195,0.7909778,7,u
0.55924946,0.4013909,7,m
0.7630879,-0.35875025,7,f
1.6340123,-1.1036946,7,w
1.9688935,-0.35136634,7,c
0.25006217,-1.3504525,7,","
1.5995494,-0.23636487,7,g
0.26033178,-0.33690077,7,y
0.29308107,0.850464,7,p
-1.1317806,0.0031123767,7,b
-1.9734393,0.12684312,7,v
-0.9805904,-0.28860378,7,k
-0.32183295,-0.9314437,7,I
-0.22168352,-1.9457219,7,.
0.17366391,-1.6555538,7,;
-1.7555971,-0.95805967,7,T
-1.1116806,-1.1871467,7,“
0.8859866,-0.45461714,7,”
0.74248606,1.0709622,7,S
0.39466003,-0.505717,7,D
-0.12822503,0.69886065,7,x
-0.5091442,-0.73115546,7,A
-0.72926825,-0.66037214,7,E
-1.7080851,-0.40561098,7,H
-0.6026899,0.050478436,7,’
-0.4299036,-0.7170153,7,O
0.02723069,-0.51586324,7,Q
-1.7800516,-0.68124324,7,C
-1.4478644,-0.63010824,7,R
-1.3734311,-0.8133246,7,N
0.3614724,1.6667233,7,-
0.80602473,0.73128253,7,j
0.29917887,0.21106417,7,L
-1.9394772,0.48829052,7,q
-1.5392094,-0.7540287,7,M
-1.1687921,-0.39887494,7,F
-1.659307,-0.85391587,7,W
0.21584092,0.49080098,7,G
-0.9883598,-0.7635466,7,P
0.00794945,0.22051662,7,B
1.3478495,0.20380247,7,z
-0.22153588,-1.6756282,7,?
-0.99221766,-1.0210592,7,U
1.9420761,-0.47223312,7,ñ
-0.35887742,-1.4721795,7,!
-0.844059,-0.76996326,7,K
0.2501467,1.8143839,7,(
0.53566134,-0.94495964,7,)
-1.556719,-0.47916058,7,V
-1.1903408,-1.5351828,7,X
-1.2089345,-1.1311805,7,‘
0.061857037,-0.1195346,7,1
0.38190204,1.7736573,7,—
-1.2342738,-0.7126143,7,Y
0.06577313,-1.6569533,7,:
0.19290827,0.16494052,7,3
-0.10499072,0.36291444,7,2
0.0,0.0,7,~
0.2714478,1.9602731,8, 
-0.13475142,0.058955252,8,e
1.2053711,-1.0024081,8,t
-0.5598155,0.979545,8,a
-0.7465909,0.13576892,8,o
1.1665071,0.23202227,8,h
0.4516267,-0.12618725,8,n
-1.319833,1.2617733,8,i
1.1767179,-0.5567004,8,s
-1.098415,-0.2555799,8,r
-1.1848341,-0.4219695,8,d
0.23784158,0.32645243,8,l
-0.45762238,0.73004013,8,u
0.53115773,0.40222725,8,m
0.8110018,-0.30809173,8,f
1.6270239,-1.0868888,8,w
1.9242969,-0.44093618,8,c
0.1955116,-1.4270251,8,","
1.6279819,-0.2720986,8,g
0.2846316,-0.3426894,8,y
0.22985682,0.8231621,8,p
-1.1874176,0.002936932,8,b
-1.9931312,0.12763797,8,v
-1.0068511,-0.3024158,8,k
-0.34611616,-0.9104979,8,I
-0.3439331,-1.9132652,8,.
0.17330426,-1.8462722,8,;
-1.7690575,-0.9329708,8,T
-0.995053,-1.2032508,8,“
0.8468216,-0.6382391,8,”
0.86932033,1.036969,8,S
0.35474303,-0.5198587,8,D
0.019511968,0.85356516,8,x
-0.56108296,-0.69988877,8,A
-0.66643333,-0.77954245,8,E
-1.9289922,-0.51219237,8,H
-0.5630462,-0.09182909,8,’
-0.5187174,-0.57633084,8,O
0.08599053,-0.5163537,8,Q
-1.7832932,-0.8296265,8,C
-1.3854809,-0.4287312,8,R
-1.3972039,-0.7774766,8,N
0.4327213,1.7323309,8,-
0.6550027,0.6445425,8,j
0.20386183,0.27565897,8,L
-1.8914958,0.64980286,8,q
-1.6149563,-0.92734593,8,M
-1.3398005,-0.37478405,8,F
-1.7341039,-0.83880913,8,W
0.42550138,0.44148725,8,G
-0.9501428,-0.7046906,8,P
0.30478063,0.2695739,8,B
1.2759538,0.3347096,8,z
-0.23236686,-1.7137423,8,?
-1.1340418,-0.8008374,8,U
1.8969511,-0.6020221,8,ñ
-0.14892988,-1.4118706,8,!
-1.0689095,-0.70296,8,K
0.26025033,1.8542758,8,(
0.80325377,-1.066612,8,)
-1.0865645,-0.70763,8,V
-1.2712811,-1.4574327,8,X
-1.1490512,-1.0405806,8,‘
0.06439215,0.08389721,8,1
0.4338167,1.9292814,8,—
-1.364851,-0.8321039,8,Y
0.27311227,-1.0953652,8,:
0.1424661,-0.07184593,8,3
0.049073305,-0.14138837,8,2
0.0,0.0,8,~
0.2500774,1.9602373,9, 
-0.13867843,0.06984646,9,e
1.1808894,-1.00155,9,t
-0.5553422,0.92598075,9,a
-0.73360014,0.1048662,9,o
1.1943251,0.25752553,9,h
0.4148073,-0.13220859,9,n
-1.3092636,1.2555834,9,i
1.1240306,-0.50724095,9,s
-1.0979482,-0.24018444,9,r
-1.102211,-0.39483827,9,d
0.18137686,0.2927917,9,l
-0.4851043,0.7259696,9,u
0.5028207,0.40862158,9,m
0.8215307,-0.32864738,9,f
1.6456801,-1.0526189,9,w
1.9132024,-0.502305,9,c
0.24383116,-1.4942409,9,","
1.6475495,-0.3290908,9,g
0.24934123,-0.40247127,9,y
0.17089105,0.7747541,9,p
-1.2004397,0.02524152,9,b
-1.969513,0.10676458,9,v
-1.0155486,-0.24114369,9,k
-0.3105475,-0.9788497,9,I
-0.08467301,-1.9850785,9,.
0.17829987,-1.724846,9,;
-1.7048807,-0.93350554,9,T
-1.0441879,-1.2064512,9,“
0.8835703,-0.7207937,9,”
0.92428434,1.0610194,9,S
0.4436882,-0.54950005,9,D
0.0002713357,0.9534487,9,x
-0.49967372,-0.5391344,9,A
-0.7319188,-0.7643545,9,E
-1.7758642,-0.3636211,9,H
-0.78076994,-0.14942431,9,’
-0.5478937,-0.6555358,9,O
-0.062183786,-0.46960998,9,Q
-1.6199493,-0.8663439,9,C
-1.3957334,-0.5280474,9,R
-1.3646169,-1.0048677,9,N
0.3869797,1.9105471,9,-
0.6540581,0.56385636,9,j
0.18748757,0.1716603,9,L
-1.9128857,0.5838393,9,q
-1.3914282,-0.55554485,9,M
-1.2181612,-0.55227184,9,F
-1.6964298,-0.7715458,9,W
0.24825338,0.58621615,9,G
-0.9761255,-0.78402495,9,P
0.19519515,0.10543217,9,B
1.3698518,0.21728408,9,z
-0.20030794,-1.5257509,9,?
-1.3288431,-0.9788816,9,U
1.9589843,-0.40296465,9,ñ
-0.015725601,-1.3688775,9,!
-1.006126,-0.84371305,9,K
0.29017502,1.7246739,9,(
0.74315953,-1.1088371,9,)
-1.8008738,-0.26920718,9,V
-1.1797677,-1.5277032,9,X
-0.9668691,-1.1544298,9,‘
0.052641995,0.23392317,9,1
0.35975492,1.8210547,9,—
-1.4096627,-0.91638666,9,Y
-0.25764754,-1.409848,9,:
0.08595696,0.4923702,9,3
0.13833791,0.13225736,9,2
0.0,0.0,9,~
0.26752982,1.9325814,10, 
-0.11043756,0.05618516,10,e
1.1780118,-0.95372564,10,t
-0.52054214,0.979163,10,a
-0.741055,0.1203827,10,o
1.0820075,0.26642656,10,h
0.47805357,-0.12686889,10,n
-1.3186293,1.2252454,10,i
1.1237738,-0.50113606,10,s
-1.04601,-0.2557788,10,r
-1.0896149,-0.38926643,10,d
0.18322223,0.3490892,10,l
-0.45462373,0.754504,10,u
0.5667624,0.4541046,10,m
0.8415248,-0.30823275,10,f
1.6524937,-1.1266161,10,w
1.8859922,-0.3004529,10,c
0.3327868,-1.4774953,10,","
1.5716618,-0.28707087,10,g
0.26429033,-0.3401813,10,y
0.23403528,0.83491313,10,p
-1.1359862,0.010358569,10,b
-1.9892036,0.04447856,10,v
-1.0062469,-0.21847038,10,k
-0.28887877,-0.9023839,10,I
-0.17779022,-1.9920818,10,.
0.32922688,-1.8187066,10,;
-1.6784226,-0.9483015,10,T
-1.0926777,-1.1591636,10,“
0.68136644,-0.4793954,10,”
0.66296744,1.1013125,10,S
0.42867118,-0.4419772,10,D
-0.31146094,0.6347094,10,x
-0.5472194,-0.66720295,10,A
-0.7975375,-0.60893816,10,E
-1.904578,-0.5872343,10,H
-0.64526504,-0.047730878,10,’
-0.40410376,-0.7684387,10,O
0.016582383,-0.53042936,10,Q
-1.641687,-0.7129834,10,C
-1.2673972,-0.60569715,10,R
-1.3717936,-0.9399373,10,N
0.22689854,1.939639,10,-
0.7081639,0.81898075,10,j
0.376915,0.30654857,10,L
-1.7925532,0.5074311,10,q
-1.435459,-0.6203215,10,M
-1.0785003,-0.32671276,10,F
-1.703828,-0.71775925,10,W
0.28911993,0.48174828,10,G
-0.97971404,-0.7141627,10,P
-0.07181052,0.49935865,10,B
1.0785522,0.41995507,10,z
-0.17719063,-1.7930799,10,?
-1.0329435,-0.8563229,10,U
1.9569644,-0.41266185,10,ñ
-0.085721776,-1.3863645,10,!
-0.9006116,-0.7993067,10,K
0.14237505,1.5322663,10,(
0.23661278,-0.4686908,10,)
-1.6879588,-0.88985866,10,V
-1.3130093,-1.44248,10,X
-1.1339867,-1.2268988,10,‘
0.23437242,0.37364388,10,1
0.51664776,1.9321167,10,—
-1.4749315,-0.85624605,10,Y
0.07082674,-1.275231,10,:
-0.3043556,-0.094021626,10,3
0.09932427,-0.22232017,10,2
0.0,0.0,10,~
0.29589075,1.977991,11, 
-0.1377838,0.06633214,11,e
1.2303277,-1.0106268,11,t
-0.4977637,0.9435534,11,a
-0.7401006,0.11862579,11,o
1.0831746,0.23308614,11,h
0.46770942,-0.112323634,11,n
-1.2781913,1.279359,11,i
1.132258,-0.4833224,11,s
-1.0556036,-0.25776234,11,r
-1.1823243,-0.43270397,11,d
0.231108,0.27464396,11,l
-0.38137215,0.7278711,11,u
0.5915146,0.40700403,11,m
0.81804097,-0.24794862,11,f
1.6256573,-1.1587646,11,w
1.9542966,-0.42511684,11,c
0.23798457,-1.7885561,11,","
1.626171,-0.298398,11,g
0.32956958,-0.37279472,11,y
0.24100332,0.8240566,11,p
-1.141565,-0.040029217,11,b
-1.84529,0.05132446,11,v
-0.9534145,-0.23611958,11,k
-0.34319404,-0.92974013,11,I
-0.1132399,-1.991511,11,.
0.2983266,-1.6928612,11,;
-1.7568136,-0.9558268,11,T
-1.0497448,-1.2911042,11,“
0.8805304,-0.65030676,11,”
0.9676557,1.0667983,11,S
0.39036402,-0.45356855,11,D
-0.008035254,0.8809991,11,x
-0.48480353,-0.71276605,11,A
-0.8532081,-0.8753477,11,E
-1.8765157,-0.4234349,11,H
-0.57834107,-0.03680223,11,’
-0.4341253,-0.69246393,11,O
-0.009727632,-0.47535348,11,Q
-1.3795791,-0.9476885,11,C
-1.448193,-0.65973485,11,R
-1.4995108,-0.9397928,11,N
0.13157764,1.3844045,11,-
0.46013618,0.6340819,11,j
0.26122212,0.43219027,11,L
-1.8436109,0.5103003,11,q
-1.5931534,-0.77855176,11,M
-1.125464,-0.47819096,11,F
-1.7143991,-0.8102029,11,W
0.3379467,0.44097325,11,G
