dim_0,dim_1,epoch,character
-1.0482672,-0.85035294,11,P
0.19312806,0.21684964,11,B
1.4137924,0.33614486,11,z
0.050248493,-1.7084156,11,?
-1.2260402,-0.7880636,11,U
1.9231095,-0.54922616,11,ñ
-0.17575188,-1.4290313,11,!
-1.1065301,-0.8499436,11,K
0.38022238,1.7879692,11,(
0.20458362,-0.7255937,11,)
-1.551194,-0.10447472,11,V
-1.1349084,-1.6468096,11,X
-1.0462841,-1.360209,11,‘
0.121396236,-0.015362011,11,1
0.4100257,1.8487312,11,—
-1.3127061,-0.6633593,11,Y
-0.43158683,-1.3823956,11,:
-0.055528883,-0.033253163,11,3
0.040875725,0.26161286,11,2
0.0,0.0,11,~
0.32463437,1.9614714,12, 
-0.11049958,0.046326745,12,e
1.2170004,-1.00748,12,t
-0.5359643,0.96011055,12,a
-0.70405865,0.08755625,12,o
1.0890561,0.267704,12,h
0.50920206,-0.11332639,12,n
-1.3052611,1.2062292,12,i
1.1852765,-0.51717263,12,s
-1.0268288,-0.26106063,12,r
-1.0709138,-0.4759492,12,d
0.21986975,0.35252446,12,l
-0.40243474,0.69259703,12,u
0.4930137,0.439359,12,m
0.873068,-0.3370616,12,f
1.6238476,-1.1483403,12,w
1.9502375,-0.34485736,12,c
0.29859784,-1.9437922,12,","
1.6026397,-0.24886408,12,g
0.2845405,-0.38597402,12,y
0.23926602,0.80883145,12,p
-1.0899369,-0.04542393,12,b
-1.9838264,-0.02543199,12,v
-0.93940604,-0.22789542,12,k
-0.2343918,-0.98852,12,I
-0.17580913,-1.9703346,12,.
0.33502522,-1.907251,12,;
-1.7187886,-0.9795612,12,T
-1.0584447,-1.3278892,12,“
0.73972505,-0.740785,12,”
0.97984624,1.0970075,12,S
0.4336899,-0.4819766,12,D
0.15145218,0.77688473,12,x
-0.5687592,-0.6686517,12,A
-0.8905763,-0.91102034,12,E
-1.5003073,-0.538018,12,H
-0.24223126,0.05788962,12,’
-0.5568595,-0.8009929,12,O
0.0055859988,-0.4395021,12,Q
-1.7075334,-0.96719855,12,C
-1.026207,-0.5902205,12,R
-1.2861501,-0.91630167,12,N
0.27118552,1.6205441,12,-
0.6069869,0.5649302,12,j
0.16477357,0.090780936,12,L
-1.9313233,0.51579773,12,q
-1.7121971,-0.8135233,12,M
-1.0413634,-0.59020805,12,F
-1.7396264,-0.7677357,12,W
0.36639583,0.6478264,12,G
-1.0654671,-0.939305,12,P
0.26076975,0.14993744,12,B
0.6895605,0.5606611,12,z
-0.12023787,-1.5925355,12,?
-0.9122099,-1.4463646,12,U
1.9409733,-0.48230922,12,ñ
-0.09911513,-1.5200821,12,!
-0.8900647,-0.7924199,12,K
0.6451169,1.7677214,12,(
0.38871065,-0.48524305,12,)
-1.3314991,-0.7132781,12,V
-1.258412,-1.4337125,12,X
-1.0143592,-1.2082759,12,‘
0.053511493,0.33789727,12,1
0.4451341,1.9444517,12,—
-1.28625,-0.90158015,12,Y
-0.33180928,-1.2891109,12,:
0.111407414,-0.1450584,12,3
-0.17832747,0.12031551,12,2
0.0,0.0,12,~
0.2896438,1.9789153,13, 
-0.12605308,0.040618733,13,e
1.2569047,-0.9073944,13,t
-0.5253938,0.9212494,13,a
-0.7098414,0.09753948,13,o
1.0497171,0.20873493,13,h
0.5327473,-0.10682895,13,n
-1.3223779,1.1351846,13,i
1.1213386,-0.5422324,13,s
-1.050674,-0.27167416,13,r
-1.1383985,-0.408089,13,d
0.18830016,0.27837658,13,l
-0.42169747,0.68640023,13,u
0.5286619,0.3980616,13,m
0.849749,-0.3174228,13,f
1.6294984,-1.1120533,13,w
1.9507025,-0.41711932,13,c
0.26907888,-1.7769511,13,","
1.6437018,-0.2867348,13,g
0.26313162,-0.3448956,13,y
0.31249723,0.8770091,13,p
-1.0856133,-0.06329484,13,b
-1.997427,0.101412185,13,v
-0.9847367,-0.28315628,13,k
-0.31012142,-0.93936706,13,I
-0.1274686,-1.9959337,13,.
0.294132,-1.7952356,13,;
-1.7138199,-1.0267915,13,T
-1.0530447,-1.3729556,13,“
0.8316572,-0.83570725,13,”
0.92216307,1.0264857,13,S
0.48226845,-0.5505766,13,D
0.062776215,0.83957964,13,x
-0.5234226,-0.70974994,13,A
-0.75246304,-0.6042633,13,E
-1.7435219,-0.7238834,13,H
-0.34816885,-0.08222608,13,’
-0.46000445,-0.65360075,13,O
0.016687015,-0.5810254,13,Q
-1.5513635,-0.9683503,13,C
-1.2004305,-0.6961607,13,R
-1.126784,-0.92759806,13,N
0.3632722,1.6011347,13,-
0.4574264,0.58224845,13,j
0.31710353,0.15573736,13,L
-1.921108,0.44731754,13,q
-1.5715642,-0.68171906,13,M
-1.1928248,-0.43922663,13,F
-1.5847446,-0.82934165,13,W
0.32919866,0.57495064,13,G
-0.96286637,-0.6353983,13,P
0.61750716,0.03949012,13,B
1.4472975,0.25321838,13,z
-0.03435149,-1.8778769,13,?
-0.94678634,-1.1700598,13,U
1.9395977,-0.4865955,13,ñ
-0.12988293,-1.5703915,13,!
-1.0093608,-0.91134274,13,K
0.41107997,1.87125,13,(
0.60264945,-0.607713,13,)
-1.6195637,-0.5888861,13,V
-1.2098349,-1.4822333,13,X
-1.1254885,-1.3710608,13,‘
0.100039795,0.07781191,13,1
0.83763194,1.6997784,13,—
-1.2580209,-0.78817433,13,Y
-0.16444163,-1.665271,13,:
0.016051702,0.07916937,13,3
-0.05311761,0.00030672806,13,2
0.0,0.0,13,~
0.26657125,1.9821552,14, 
-0.16968039,0.047164846,14,e
1.288548,-0.9231157,14,t
-0.49055982,0.8895553,14,a
-0.72324675,0.08793964,14,o
1.0602328,0.2305399,14,h
0.4607279,-0.08490626,14,n
-1.2815213,1.127947,14,i
1.1432723,-0.49236223,14,s
-1.0735297,-0.24465363,14,r
-1.1331699,-0.45502123,14,d
0.18137343,0.29938492,14,l
-0.42054316,0.6373452,14,u
0.50258267,0.46425635,14,m
0.87619525,-0.27990085,14,f
1.5944787,-1.2073265,14,w
1.9664102,-0.365007,14,c
0.2732133,-1.7661972,14,","
1.6348796,-0.20975296,14,g
0.33064353,-0.32357028,14,y
0.21013705,0.79829484,14,p
-1.1829672,-0.023173673,14,b
-1.8558608,0.07858892,14,v
-0.9367358,-0.2857601,14,k
-0.2787634,-0.9127886,14,I
-0.0974788,-1.9976231,14,.
0.30561894,-1.7748082,14,;
-1.7637225,-0.9430177,14,T
-1.1185998,-1.2800809,14,“
0.739675,-0.7814245,14,”
0.91750526,1.0261763,14,S
0.4734086,-0.44766042,14,D
0.13152571,0.7648875,14,x
-0.5555416,-0.58211184,14,A
-0.80853,-0.70245284,14,E
-1.7976351,-0.6378096,14,H
-0.31145972,-0.049394894,14,’
-0.5215191,-0.94437313,14,O
0.009335652,-0.5132402,14,Q
-1.3721683,-0.94873226,14,C
-1.4196101,-0.72646046,14,R
-1.2705666,-0.772959,14,N
0.28130987,1.5216666,14,-
0.62617636,0.6821385,14,j
0.3585166,0.17124784,14,L
-1.9311501,0.5055545,14,q
-1.5398488,-0.7819181,14,M
-1.1579953,-0.3049233,14,F
-1.6201354,-0.7398058,14,W
0.333582,0.6374235,14,G
-1.3645458,-0.81557125,14,P
0.44877967,0.19867636,14,B
1.3850269,0.26712734,14,z
-0.22704144,-1.9870712,14,?
-1.0298715,-1.2079222,14,U
1.9444897,-0.43318787,14,ñ
-0.20264454,-1.1325445,14,!
-1.408544,-1.0146552,14,K
0.24961062,1.7170899,14,(
0.7567456,-0.8647162,14,)
-1.8920141,-0.57755345,14,V
-0.7440904,-1.830342,14,X
-1.4232464,-1.3535154,14,‘
0.23335798,0.18433,14,1
0.59092087,1.9107099,14,—
-1.5347917,-0.8698415,14,Y
-0.27878478,-1.2653131,14,:
0.10325118,-0.009288164,14,3
0.09403819,0.2670123,14,2
0.0,0.0,14,~
0.28206295,1.98001,15, 
-0.123296894,0.08260843,15,e
1.2314304,-0.9115743,15,t
-0.51712084,0.8900284,15,a
-0.7488354,0.047374777,15,o
1.0650429,0.20814198,15,h
0.4868629,-0.10357457,15,n
-1.2739059,1.128466,15,i
1.130557,-0.5151279,15,s
-1.0978217,-0.26810816,15,r
-1.122483,-0.43519554,15,d
0.17689818,0.3339978,15,l
-0.43370974,0.70645916,15,u
0.50420505,0.41841543,15,m
0.8564422,-0.24186642,15,f
1.613481,-1.1818113,15,w
1.9568735,-0.3402232,15,c
0.26179823,-1.8758644,15,","
1.6141565,-0.24972165,15,g
0.29030198,-0.38445747,15,y
0.21255244,0.84388524,15,p
-1.1790596,-0.02466379,15,b
-1.8402942,0.049094446,15,v
-0.9450033,-0.31795496,15,k
-0.24383558,-0.9865467,15,I
-0.13975942,-1.9690922,15,.
0.2570383,-1.9777707,15,;
-1.6559703,-1.048169,15,T
-1.1630377,-1.3434994,15,“
0.7450345,-0.7893258,15,”
1.0146224,1.1377884,15,S
0.62482065,-0.9190408,15,D
0.050116494,0.8807615,15,x
-0.46493867,-0.60012037,15,A
-0.7524328,-0.7126053,15,E
-1.7917037,-0.56916195,15,H
-0.36261883,-0.07840784,15,’
-0.39332741,-0.63947177,15,O
-0.021309309,-0.60291946,15,Q
-1.5981632,-0.8564784,15,C
-1.2906166,-0.6986609,15,R
-1.3565544,-0.81731963,15,N
0.3177004,1.514297,15,-
0.47591567,0.6224091,15,j
0.09639523,0.24478225,15,L
-1.8700558,0.50802577,15,q
-1.7423803,-0.65578145,15,M
-1.2959551,-0.38016072,15,F
-1.5943189,-0.82652986,15,W
0.32035476,0.5262597,15,G
-1.0210543,-0.7477415,15,P
0.38011,0.2977696,15,B
1.5150365,0.47932005,15,z
-0.067871496,-1.8448813,15,?
-1.1437109,-1.1238856,15,U
1.9042705,-0.6113539,15,ñ
0.0062895846,-1.4401435,15,!
-0.880288,-0.8123407,15,K
0.19855975,1.9384459,15,(
0.46584883,-0.6932503,15,)
-1.6941547,-0.4938913,15,V
-1.1855575,-1.6037214,15,X
-1.3114713,-1.2941419,15,‘
0.15151784,0.24757951,15,1
0.53270626,1.900585,15,—
-1.2092688,-0.70679414,15,Y
-0.3545962,-1.4269497,15,:
0.100944445,-0.15211992,15,3
0.049897924,-0.010714948,15,2
0.0,0.0,15,~
